drugId	indicationId
h3AKX0eBJh4	BcESrGlKEYF
h3AKX0eBJh4	Ca5plSPebiD
fZAEynMY_05	7CodV_qnew5
fZAEynMY_05	NKoAf0JScm8
fZAEynMY_05	MaXIxaM6U3_
fZAEynMY_05	Q3G-DFGlmG4
fZAEynMY_05	kw5YaD-HlfB
fZAEynMY_05	d7omplfR2CH
fZAEynMY_05	3VcRE6SxVSC
fZAEynMY_05	GMvKuS6ZtM_
fZAEynMY_05	jdDbeJPo4FD
fZAEynMY_05	7Ir1kFfcowD
fZAEynMY_05	AG0MMAutWBE
fZAEynMY_05	7I0HPx1FEX9
fZAEynMY_05	uPrO5D9sDGE
fZAEynMY_05	H-YyGea7wH-
fZAEynMY_05	1CCsHIi9tPH
yw2zVE8KmM9	QoQU71claZH
yw2zVE8KmM9	v3acMghFml5
yw2zVE8KmM9	39M1yNGpcmG
yw2zVE8KmM9	y-XBUazQCn8
yw2zVE8KmM9	_MPQxQwCpM_
yw2zVE8KmM9	hJN8VAES2OE
yw2zVE8KmM9	vmVWGZlIYr_
yw2zVE8KmM9	VwrUEyXGD0A
yw2zVE8KmM9	MIG5HmhX83D
yw2zVE8KmM9	Ca5plSPebiD
WOG1jg3h9NC	QoQU71claZH
WOG1jg3h9NC	v3acMghFml5
WOG1jg3h9NC	39M1yNGpcmG
WOG1jg3h9NC	y-XBUazQCn8
WOG1jg3h9NC	_MPQxQwCpM_
WOG1jg3h9NC	hJN8VAES2OE
WOG1jg3h9NC	vmVWGZlIYr_
WOG1jg3h9NC	VwrUEyXGD0A
WOG1jg3h9NC	MIG5HmhX83D
WOG1jg3h9NC	Ca5plSPebiD
Qd3IGVrlihG	UWTajS1qba_
Qd3IGVrlihG	BXFYlLEVUhE
Qd3IGVrlihG	tOvTqTHdnbB
Qd3IGVrlihG	j0vPY2-7xt5
Qd3IGVrlihG	rxYWlbANkL4
Qd3IGVrlihG	jNFVXeZJRk4
Qd3IGVrlihG	Ry3LYGMGApC
Qd3IGVrlihG	ZGd5GKfqgpD
Qd3IGVrlihG	sAK7i_U2Cn-
Qd3IGVrlihG	sF8S1_nerIG
Qd3IGVrlihG	HhD8XsFrmzB
Qd3IGVrlihG	3XIHDVXYmuF
Qd3IGVrlihG	oecHbQJJ_3E
Qd3IGVrlihG	LG-Ea0V5WhA
Qd3IGVrlihG	n4U4r2K2QZB
Qd3IGVrlihG	u8L9oSDnE25
Qd3IGVrlihG	BIa8bYUL3i8
Qd3IGVrlihG	nv8F4ogjc-F
Qd3IGVrlihG	bgYy4OVTSU9
KYPfQ0fol85	t4VGq9G3et6
KYPfQ0fol85	ksSKTWt66z4
KYPfQ0fol85	XW-DO97mTT8
KYPfQ0fol85	LbK8CNgV5RB
KYPfQ0fol85	EDU9Da6oXC_
KYPfQ0fol85	jk-SpDO3pK5
KYPfQ0fol85	xTFeMBbptd7
KYPfQ0fol85	gFxhiGaK2o-
KYPfQ0fol85	06O3aqTRAoG
-_nDtGDBUFA	QrCen8DudlF
-_nDtGDBUFA	hXKoR7Q97R_
-_nDtGDBUFA	nOle5KZOnX6
-_nDtGDBUFA	dHoK1uKnzd9
-_nDtGDBUFA	YDjfe3mmQM7
-_nDtGDBUFA	qMcY9CMRxl7
-_nDtGDBUFA	MaXIxaM6U3_
-_nDtGDBUFA	Q3G-DFGlmG4
-_nDtGDBUFA	kw5YaD-HlfB
-_nDtGDBUFA	J8A1GtGDcRH
-_nDtGDBUFA	HoVkCwoEAEE
-_nDtGDBUFA	jdDbeJPo4FD
-_nDtGDBUFA	gXvi_MRLK-C
-_nDtGDBUFA	BeJQs37tb14
-_nDtGDBUFA	VwrUEyXGD0A
-_nDtGDBUFA	S4Jq-QZkvi9
-_nDtGDBUFA	1CCsHIi9tPH
-_nDtGDBUFA	Ca5plSPebiD
-_nDtGDBUFA	5FS8_fL1yI7
-_nDtGDBUFA	hI2hoEzgY3C
-_nDtGDBUFA	5V6AVvLKkEH
-_nDtGDBUFA	tokgGPnRg0C
-_nDtGDBUFA	rB39ZzKoem6
-_nDtGDBUFA	H-YyGea7wH-
-_nDtGDBUFA	1v41LdEJmG-
-_nDtGDBUFA	zG199INJYl5
actd_U8UdNB	5J0_ExZjvS5
actd_U8UdNB	IIv9a53K52B
actd_U8UdNB	TyQNt4D8gqH
actd_U8UdNB	U5dkWb4_P_E
actd_U8UdNB	W85usIDssH6
actd_U8UdNB	92mSmqtw17B
actd_U8UdNB	3VBpNl233jH
actd_U8UdNB	3uk_caRk1IH
actd_U8UdNB	pUjzCiBr8P-
actd_U8UdNB	bXXuP5YRviA
actd_U8UdNB	Yw_Zfy54egF
actd_U8UdNB	LbK8CNgV5RB
actd_U8UdNB	BM4-NxGBK5_
actd_U8UdNB	nmaB7TP4dN5
actd_U8UdNB	dM7TfmwCD6B
actd_U8UdNB	Yxxz1_jN7EG
actd_U8UdNB	3CGg_Uh412G
actd_U8UdNB	8b3OltwgWk_
actd_U8UdNB	Ca5plSPebiD
ABJ5BT3G3TF	2F3-I8DXKz4
ABJ5BT3G3TF	TyQNt4D8gqH
ABJ5BT3G3TF	6opDy3dpNT9
ABJ5BT3G3TF	XNIs5S_u7B_
ABJ5BT3G3TF	0GnJg9FxgHH
ABJ5BT3G3TF	W85usIDssH6
ABJ5BT3G3TF	4KVoBfE-ffD
ABJ5BT3G3TF	pUjzCiBr8P-
ABJ5BT3G3TF	snCQbPRBOT9
ABJ5BT3G3TF	hNu_2iotu1-
ABJ5BT3G3TF	n_KUV85dLcF
ABJ5BT3G3TF	EHd5IvUPljD
ABJ5BT3G3TF	SdaC2mWIVc9
ABJ5BT3G3TF	IPsR29fasu8
ABJ5BT3G3TF	QLSNGGX4RL7
ABJ5BT3G3TF	PsKYyWelfQ7
ABJ5BT3G3TF	IIv9a53K52B
ABJ5BT3G3TF	GHgr0ZITX9-
ABJ5BT3G3TF	Rb7D2-Pob2_
ABJ5BT3G3TF	wbS59YENVI-
ABJ5BT3G3TF	F4oIInuFI25
ABJ5BT3G3TF	b7COkiKNy6H
ABJ5BT3G3TF	iJSxx-4ST2D
ABJ5BT3G3TF	Peect0SXj1C
ABJ5BT3G3TF	_zrjxQpkWF6
ABJ5BT3G3TF	5qXCJ4bjWEH
ABJ5BT3G3TF	26CtIVweKxD
ABJ5BT3G3TF	JGC4F9oXkt7
ABJ5BT3G3TF	ZpALGRqFn-8
ABJ5BT3G3TF	dM7TfmwCD6B
ABJ5BT3G3TF	C5SGnnfNH7F
