drugId	targetId
l74OaCH0sA7	nHOSSJmZDxD
l74OaCH0sA7	b6v-QjYJyY8
l74OaCH0sA7	y8XX0Ed7IC5
zaudzimrTS-	HMIMz3l1YZ8
zaudzimrTS-	tq8SEgPcit-
zaudzimrTS-	nHOSSJmZDxD
zaudzimrTS-	b6v-QjYJyY8
zaudzimrTS-	y8XX0Ed7IC5
0hF0OKc-cz4	HMIMz3l1YZ8
0hF0OKc-cz4	OTE442Gh9AF
0hF0OKc-cz4	poL0ZIQcdh7
0hF0OKc-cz4	o7ehIkAFHcC
0hF0OKc-cz4	zv_C0_pvfv-
0hF0OKc-cz4	b6v-QjYJyY8
0hF0OKc-cz4	P5KgtgnFjR-
NpWCWx4M8b_	ORwHgsvtYg6
NpWCWx4M8b_	oZabPCDD1O9
NpWCWx4M8b_	b6v-QjYJyY8
NpWCWx4M8b_	sOM7VDl-53-
_Chx5hiPmQA	ORwHgsvtYg6
_Chx5hiPmQA	oZabPCDD1O9
_Chx5hiPmQA	b6v-QjYJyY8
_Chx5hiPmQA	sOM7VDl-53-
ln_UDoIqx07	HMIMz3l1YZ8
ln_UDoIqx07	OTE442Gh9AF
ln_UDoIqx07	yal-s0YQdVF
ln_UDoIqx07	86lvcf9OVgH
ln_UDoIqx07	YdPcawh_Zr8
ln_UDoIqx07	iRJKuGXIGK5
ln_UDoIqx07	zv_C0_pvfv-
ln_UDoIqx07	b6v-QjYJyY8
FgNqAopZlD7	HMIMz3l1YZ8
FgNqAopZlD7	OTE442Gh9AF
FgNqAopZlD7	yal-s0YQdVF
FgNqAopZlD7	86lvcf9OVgH
FgNqAopZlD7	YdPcawh_Zr8
FgNqAopZlD7	iRJKuGXIGK5
FgNqAopZlD7	zv_C0_pvfv-
FgNqAopZlD7	b6v-QjYJyY8
DV2kthplVBF	cqvNGvG8RI9
DV2kthplVBF	HMIMz3l1YZ8
DV2kthplVBF	OTE442Gh9AF
DV2kthplVBF	hMjFn1lDRPF
DV2kthplVBF	2fRwapXZwq_
DV2kthplVBF	ZE7xADhwla-
DV2kthplVBF	zf0uZu6PkK_
DV2kthplVBF	zv_C0_pvfv-
DV2kthplVBF	b6v-QjYJyY8
DV2kthplVBF	7XY4b1wYQI6
T1juyiiLNGF	HMIMz3l1YZ8
T1juyiiLNGF	C2MnvS2GlV8
T1juyiiLNGF	oHFHjxV1k-D
T1juyiiLNGF	99JL64J58j5
T1juyiiLNGF	tq8SEgPcit-
T1juyiiLNGF	zv_C0_pvfv-
